id,skill_count,interest_count,domain_count,project_count,project_technology_count,hackathons_participated,hackathons_won,github_repos,github_commits,github_stars,github_followers,profile_completion,skills_text,interests_text,domains_text,projects_text,profile_text,branch_aerospace_engineering,branch_agricultural_engineering,branch_architecture,branch_artificial_intelligence_and_data_science,branch_artificial_intelligence_and_machine_learning,branch_automobile_engineering,branch_biomedical_engineering,branch_biotechnology,branch_chemical_engineering,branch_civil_engineering,branch_computer_science_engineering,branch_cyber_security,branch_data_science,branch_electrical_engineering,branch_electronics_and_communication_engineering,branch_fashion_technology,branch_industrial_engineering,branch_information_technology,branch_instrumentation_engineering,branch_mba,branch_mca,branch_mechanical_engineering,branch_mechatronics,branch_robotics,year_1st_year,year_2nd_year,year_3rd_year,year_4th_year,status_in_team,status_looking_for_members,status_looking_for_team,status_offline,status_open_to_invites
f65e9bc5-57b3-4f96-ab99-5e425d46456e,5,3,4,3,11,2,0,0,0,0,0,96,"RAG, LlamaIndex, Agentic AI, TensorFlow, Team Leadership","DevOps, Satellite Communication, Assistive Tech","IoT, CleanTech, Cybersecurity, Civil","Project: Agentic Research Assistant. Desc: Autonomous multi-agent system summarizing research papers into structured graphs. (Tech: Python, LangChain, Agentic AI, RAG, CrewAI) | Project: Neural Code Refactoring Agent. Desc: Autonomous code cleanup tool using fine-tuned transformer architectures. (Tech: Python, PyTorch, Prompt Engineering, FastAPI) | Project: Local Multi-Modal RAG Engine. Desc: Privacy-focused document Q&A runner using local quantized LLMs. (Tech: Python, LlamaIndex, Vector Embeddings, HuggingFace)","Bio: Building sustainable and scalable solutions in DevOps. 1st Year at Kongu.. Branch: Artificial Intelligence & Machine Learning. Year: 1st Year. Skills: RAG, LlamaIndex, Agentic AI, TensorFlow, Team Leadership. Interests: DevOps, Satellite Communication, Assistive Tech. Domains: IoT, CleanTech, Cybersecurity, Civil. Projects: Project: Agentic Research Assistant. Desc: Autonomous multi-agent system summarizing research papers into structured graphs. (Tech: Python, LangChain, Agentic AI, RAG, CrewAI) | Project: Neural Code Refactoring Agent. Desc: Autonomous code cleanup tool using fine-tuned transformer architectures. (Tech: Python, PyTorch, Prompt Engineering, FastAPI) | Project: Local Multi-Modal RAG Engine. Desc: Privacy-focused document Q&A runner using local quantized LLMs. (Tech: Python, LlamaIndex, Vector Embeddings, HuggingFace)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
68850a10-ff2d-4844-b456-e19c970488a0,8,4,4,3,11,5,0,0,0,0,0,83,"Agentic AI, RAG, LangChain, PyTorch, Vector Embeddings, TensorFlow, Communication, Ideation","Precision Agriculture, Drone Technology, IoT, Sustainability","Mechanical, Aerospace, Agritech, Robotics","Project: Neural Code Refactoring Agent. Desc: Autonomous code cleanup tool using fine-tuned transformer architectures. (Tech: Python, PyTorch, Prompt Engineering, FastAPI) | Project: Agentic Research Assistant. Desc: Autonomous multi-agent system summarizing research papers into structured graphs. (Tech: Python, LangChain, Agentic AI, RAG, CrewAI) | Project: Local Multi-Modal RAG Engine. Desc: Privacy-focused document Q&A runner using local quantized LLMs. (Tech: Python, LlamaIndex, Vector Embeddings, HuggingFace)","Bio: Interested in Precision Agriculture, Drone Technology, and IoT. Active hackathon builder.. Branch: Artificial Intelligence & Machine Learning. Year: 3rd Year. Skills: Agentic AI, RAG, LangChain, PyTorch, Vector Embeddings, TensorFlow, Communication, Ideation. Interests: Precision Agriculture, Drone Technology, IoT, Sustainability. Domains: Mechanical, Aerospace, Agritech, Robotics. Projects: Project: Neural Code Refactoring Agent. Desc: Autonomous code cleanup tool using fine-tuned transformer architectures. (Tech: Python, PyTorch, Prompt Engineering, FastAPI) | Project: Agentic Research Assistant. Desc: Autonomous multi-agent system summarizing research papers into structured graphs. (Tech: Python, LangChain, Agentic AI, RAG, CrewAI) | Project: Local Multi-Modal RAG Engine. Desc: Privacy-focused document Q&A runner using local quantized LLMs. (Tech: Python, LlamaIndex, Vector Embeddings, HuggingFace)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8b45903d-f859-457f-8517-b7b0cb85a48a,7,5,3,3,10,3,2,12,166,13,57,86,"STM32, ESP32, C++, Signal Processing, Verilog, Arduino, Communication","Wearable Tech, E-Commerce, Micro-Mobility, Electric Vehicles, Research","Civil, Cybersecurity, EV","Project: SDR Ground Station Decoder. Desc: Software defined radio receiver tracking weather satellites in orbit. (Tech: C++, MATLAB, Signal Processing, FPGA) | Project: LoRaWAN Mesh Weather Array. Desc: Long-range distributed environmental sensor node mesh for agriculture. (Tech: ESP32, Arduino, PCB Design, C++) | Project: Smart ECG Telemetry Patch. Desc: Low-power wearable biosensor broadcasting real-time arrhythmia warnings. (Tech: Embedded C, STM32, PCB Design, BLE)","Bio: Electronics & Communication Engineering student at Karunya passionate about Wearable Tech and E-Commerce.. Branch: Electronics & Communication Engineering. Year: 2nd Year. Skills: STM32, ESP32, C++, Signal Processing, Verilog, Arduino, Communication. Interests: Wearable Tech, E-Commerce, Micro-Mobility, Electric Vehicles, Research. Domains: Civil, Cybersecurity, EV. Projects: Project: SDR Ground Station Decoder. Desc: Software defined radio receiver tracking weather satellites in orbit. (Tech: C++, MATLAB, Signal Processing, FPGA) | Project: LoRaWAN Mesh Weather Array. Desc: Long-range distributed environmental sensor node mesh for agriculture. (Tech: ESP32, Arduino, PCB Design, C++) | Project: Smart ECG Telemetry Patch. Desc: Low-power wearable biosensor broadcasting real-time arrhythmia warnings. (Tech: Embedded C, STM32, PCB Design, BLE)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
f1371c2b-d4f4-49e6-af42-977e4a370bf5,9,4,3,2,8,4,0,23,372,0,15,77,"Verilog, FPGA, VHDL, STM32, C++, ESP32, Arduino, Team Leadership, Communication","Green Building, Telemedicine, EdTech, Green Mobility","Robotics, Civil, Design","Project: Smart ECG Telemetry Patch. Desc: Low-power wearable biosensor broadcasting real-time arrhythmia warnings. (Tech: Embedded C, STM32, PCB Design, BLE) | Project: SDR Ground Station Decoder. Desc: Software defined radio receiver tracking weather satellites in orbit. (Tech: C++, MATLAB, Signal Processing, FPGA)","Bio: Building sustainable and scalable solutions in Green Building. 4th Year at KPR.. Branch: Electronics & Communication Engineering. Year: 4th Year. Skills: Verilog, FPGA, VHDL, STM32, C++, ESP32, Arduino, Team Leadership, Communication. Interests: Green Building, Telemedicine, EdTech, Green Mobility. Domains: Robotics, Civil, Design. Projects: Project: Smart ECG Telemetry Patch. Desc: Low-power wearable biosensor broadcasting real-time arrhythmia warnings. (Tech: Embedded C, STM32, PCB Design, BLE) | Project: SDR Ground Station Decoder. Desc: Software defined radio receiver tracking weather satellites in orbit. (Tech: C++, MATLAB, Signal Processing, FPGA)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
26223b4e-f7fb-44af-b779-ee91d39509a7,12,6,4,3,10,1,0,25,129,4,55,96,"FPGA, Verilog, Signal Processing, STM32, Arduino, PCB Design, VHDL, ESP32, Simulink, MATLAB, Team Leadership, Rapid Prototyping","EdTech, DeepTech, Web3, BioTech, Satellite Communication, Autonomous Systems","EdTech, Healthcare, Product, FinTech","Project: LoRaWAN Mesh Weather Array. Desc: Long-range distributed environmental sensor node mesh for agriculture. (Tech: ESP32, Arduino, PCB Design, C++) | Project: SDR Ground Station Decoder. Desc: Software defined radio receiver tracking weather satellites in orbit. (Tech: C++, MATLAB, Signal Processing, FPGA) | Project: Smart ECG Telemetry Patch. Desc: Low-power wearable biosensor broadcasting real-time arrhythmia warnings. (Tech: Embedded C, STM32, PCB Design, BLE)","Bio: Interested in EdTech, DeepTech, and Web3. Active hackathon builder.. Branch: Electronics & Communication Engineering. Year: 2nd Year. Skills: FPGA, Verilog, Signal Processing, STM32, Arduino, PCB Design, VHDL, ESP32, Simulink, MATLAB, Team Leadership, Rapid Prototyping. Interests: EdTech, DeepTech, Web3, BioTech, Satellite Communication, Autonomous Systems. Domains: EdTech, Healthcare, Product, FinTech. Projects: Project: LoRaWAN Mesh Weather Array. Desc: Long-range distributed environmental sensor node mesh for agriculture. (Tech: ESP32, Arduino, PCB Design, C++) | Project: SDR Ground Station Decoder. Desc: Software defined radio receiver tracking weather satellites in orbit. (Tech: C++, MATLAB, Signal Processing, FPGA) | Project: Smart ECG Telemetry Patch. Desc: Low-power wearable biosensor broadcasting real-time arrhythmia warnings. (Tech: Embedded C, STM32, PCB Design, BLE)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3aa9e83f-9407-49dd-bb68-44e046573db9,4,4,3,3,8,5,1,0,0,0,0,91,"Proteus, Power Electronics, Control Systems, Presentation","Smart Infrastructure, Manufacturing, BioTech, Industry 4.0","Web, Civil, Agritech","Project: Microgrid Solar Power Inverter. Desc: Grid-tied inverter with maximum power point tracking and SCADA monitoring. (Tech: PLC, SCADA, Simulink, MATLAB) | Project: Industrial Automation Conveyor Guard. Desc: Safety Interlock and speed regulator for heavy material handling. (Tech: PLC, LabVIEW, Control Systems) | Project: EV Smart Charging Load Balancer. Desc: Dynamic load distribution controller preventing sub-station overloads. (Tech: Siemens TIA Portal, PLC, Power Electronics)","Bio: Electrical Engineering student at VIT passionate about Smart Infrastructure and Manufacturing.. Branch: Electrical Engineering. Year: 1st Year. Skills: Proteus, Power Electronics, Control Systems, Presentation. Interests: Smart Infrastructure, Manufacturing, BioTech, Industry 4.0. Domains: Web, Civil, Agritech. Projects: Project: Microgrid Solar Power Inverter. Desc: Grid-tied inverter with maximum power point tracking and SCADA monitoring. (Tech: PLC, SCADA, Simulink, MATLAB) | Project: Industrial Automation Conveyor Guard. Desc: Safety Interlock and speed regulator for heavy material handling. (Tech: PLC, LabVIEW, Control Systems) | Project: EV Smart Charging Load Balancer. Desc: Dynamic load distribution controller preventing sub-station overloads. (Tech: Siemens TIA Portal, PLC, Power Electronics)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
e649d778-4f86-4007-9cb7-ebe51f531c66,7,6,3,3,8,6,1,3,338,9,32,78,"Control Systems, Siemens TIA Portal, PLC, MATLAB, LabVIEW, Team Leadership, Rapid Prototyping","MedTech, FinTech, Green Building, Generative AI, Embedded Systems, Blockchain","IoT, EdTech, AI/ML","Project: Industrial Automation Conveyor Guard. Desc: Safety Interlock and speed regulator for heavy material handling. (Tech: PLC, LabVIEW, Control Systems) | Project: Microgrid Solar Power Inverter. Desc: Grid-tied inverter with maximum power point tracking and SCADA monitoring. (Tech: PLC, SCADA, Simulink, MATLAB) | Project: EV Smart Charging Load Balancer. Desc: Dynamic load distribution controller preventing sub-station overloads. (Tech: Siemens TIA Portal, PLC, Power Electronics)","Bio: Building sustainable and scalable solutions in MedTech. 3rd Year at CIT.. Branch: Electrical Engineering. Year: 3rd Year. Skills: Control Systems, Siemens TIA Portal, PLC, MATLAB, LabVIEW, Team Leadership, Rapid Prototyping. Interests: MedTech, FinTech, Green Building, Generative AI, Embedded Systems, Blockchain. Domains: IoT, EdTech, AI/ML. Projects: Project: Industrial Automation Conveyor Guard. Desc: Safety Interlock and speed regulator for heavy material handling. (Tech: PLC, LabVIEW, Control Systems) | Project: Microgrid Solar Power Inverter. Desc: Grid-tied inverter with maximum power point tracking and SCADA monitoring. (Tech: PLC, SCADA, Simulink, MATLAB) | Project: EV Smart Charging Load Balancer. Desc: Dynamic load distribution controller preventing sub-station overloads. (Tech: Siemens TIA Portal, PLC, Power Electronics)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7f3eecd2-0620-4f87-83c0-3604e8bbeb96,6,4,4,0,0,5,0,23,194,0,55,98,"Siemens TIA Portal, MATLAB, SCADA, PLC, Ideation, Rapid Prototyping","Sustainability, Logistics, High Performance Computing, Renewable Energy","AI/ML, Aerospace, Mechanical, Agritech",,"Bio: Interested in Sustainability, Logistics, and High Performance Computing. Active hackathon builder.. Branch: Electrical Engineering. Year: 1st Year. Skills: Siemens TIA Portal, MATLAB, SCADA, PLC, Ideation, Rapid Prototyping. Interests: Sustainability, Logistics, High Performance Computing, Renewable Energy. Domains: AI/ML, Aerospace, Mechanical, Agritech. Projects:",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2b9a90d7-2e2e-4096-b75d-70225b6167e0,7,5,4,3,11,1,0,9,201,16,45,93,"FEA, ANSYS, Thermodynamics, 3D Printing, Creo, Communication, Ideation","Digital Health, CleanTech, Sustainable Materials, Waste Management, Telemedicine","Civil, Agritech, Web, IoT","Project: Generative Drone Frame Assembly. Desc: Weight-minimized carbon composite arm joint created via generative CAD. (Tech: CATIA, Creo, GD&T) | Project: Autonomous Agricultural Rover Chassis. Desc: Lightweight FEA-optimized structural frame for field robotics. (Tech: SolidWorks, ANSYS, FEA, 3D Printing) | Project: EV Battery Thermal Management System. Desc: Liquid cooling plate design evaluated using computational fluid dynamics. (Tech: Fusion 360, CFD, Heat Transfer, Thermodynamics)","Bio: Mechanical Engineering student at Kumaraguru passionate about Digital Health and CleanTech.. Branch: Mechanical Engineering. Year: 4th Year. Skills: FEA, ANSYS, Thermodynamics, 3D Printing, Creo, Communication, Ideation. Interests: Digital Health, CleanTech, Sustainable Materials, Waste Management, Telemedicine. Domains: Civil, Agritech, Web, IoT. Projects: Project: Generative Drone Frame Assembly. Desc: Weight-minimized carbon composite arm joint created via generative CAD. (Tech: CATIA, Creo, GD&T) | Project: Autonomous Agricultural Rover Chassis. Desc: Lightweight FEA-optimized structural frame for field robotics. (Tech: SolidWorks, ANSYS, FEA, 3D Printing) | Project: EV Battery Thermal Management System. Desc: Liquid cooling plate design evaluated using computational fluid dynamics. (Tech: Fusion 360, CFD, Heat Transfer, Thermodynamics)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
04988768-5f3f-4001-b1e2-cccf6434f729,7,5,4,1,3,6,1,11,138,7,26,75,"3D Printing, Thermodynamics, CFD, SolidWorks, FEA, CATIA, Rapid Prototyping","Green Building, Micro-Mobility, Avionics, Renewable Grid, Supply Chain","Logistics, Agritech, Aerospace, Design","Project: Generative Drone Frame Assembly. Desc: Weight-minimized carbon composite arm joint created via generative CAD. (Tech: CATIA, Creo, GD&T)","Bio: Building sustainable and scalable solutions in Green Building. 2nd Year at Amrita.. Branch: Mechanical Engineering. Year: 2nd Year. Skills: 3D Printing, Thermodynamics, CFD, SolidWorks, FEA, CATIA, Rapid Prototyping. Interests: Green Building, Micro-Mobility, Avionics, Renewable Grid, Supply Chain. Domains: Logistics, Agritech, Aerospace, Design. Projects: Project: Generative Drone Frame Assembly. Desc: Weight-minimized carbon composite arm joint created via generative CAD. (Tech: CATIA, Creo, GD&T)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
44011eff-1033-4636-b423-249db19d35c4,8,4,3,1,4,1,1,18,265,28,45,96,"CFD, FEA, ANSYS, Fusion 360, CNC Programming, 3D Printing, CATIA, Presentation","Quantum Computing, Cybersecurity, Blockchain, Micro-Mobility","Healthcare, Design, FinTech","Project: EV Battery Thermal Management System. Desc: Liquid cooling plate design evaluated using computational fluid dynamics. (Tech: Fusion 360, CFD, Heat Transfer, Thermodynamics)","Bio: Interested in Quantum Computing, Cybersecurity, and Blockchain. Active hackathon builder.. Branch: Mechanical Engineering. Year: 4th Year. Skills: CFD, FEA, ANSYS, Fusion 360, CNC Programming, 3D Printing, CATIA, Presentation. Interests: Quantum Computing, Cybersecurity, Blockchain, Micro-Mobility. Domains: Healthcare, Design, FinTech. Projects: Project: EV Battery Thermal Management System. Desc: Liquid cooling plate design evaluated using computational fluid dynamics. (Tech: Fusion 360, CFD, Heat Transfer, Thermodynamics)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
0e5fe7e2-af95-46e2-bf8f-a08bcb198d14,6,6,3,2,6,1,0,4,332,6,28,75,"Hydrology, STAAD Pro, SAP2000, ETABS, Problem Solving, Team Leadership","Synthetic Biology, High Performance Computing, Smart Grids, Manufacturing, Geo-Tech, Bioinformatics","Biotech, EV, Mechanical","Project: Sustainable Campus Stormwater Network. Desc: Hydrological runoff model and underground retention reservoir plan. (Tech: AutoCAD Civil 3D, GIS, Hydrology) | Project: Seismic Resilient High-Rise Frame. Desc: 30-story structural concrete core modeled under dynamic earthquake loading. (Tech: ETABS, STAAD Pro, Structural Analysis)","Bio: Civil Engineering student at VIT passionate about Synthetic Biology and High Performance Computing.. Branch: Civil Engineering. Year: 3rd Year. Skills: Hydrology, STAAD Pro, SAP2000, ETABS, Problem Solving, Team Leadership. Interests: Synthetic Biology, High Performance Computing, Smart Grids, Manufacturing, Geo-Tech, Bioinformatics. Domains: Biotech, EV, Mechanical. Projects: Project: Sustainable Campus Stormwater Network. Desc: Hydrological runoff model and underground retention reservoir plan. (Tech: AutoCAD Civil 3D, GIS, Hydrology) | Project: Seismic Resilient High-Rise Frame. Desc: 30-story structural concrete core modeled under dynamic earthquake loading. (Tech: ETABS, STAAD Pro, Structural Analysis)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8e6faa10-2480-4c61-97e1-c320efa565fd,5,3,4,0,0,4,0,11,443,9,11,93,"Structural Analysis, BIM (Building Information Modeling), GIS, Problem Solving, Team Leadership","Automation, Drone Technology, VLSI","Robotics, Mechanical, FinTech, CleanTech",,"Bio: Building sustainable and scalable solutions in Automation. 1st Year at CIT.. Branch: Civil Engineering. Year: 1st Year. Skills: Structural Analysis, BIM (Building Information Modeling), GIS, Problem Solving, Team Leadership. Interests: Automation, Drone Technology, VLSI. Domains: Robotics, Mechanical, FinTech, CleanTech. Projects:",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
261a2b64-84c8-4f62-aab8-f89183729d9f,6,5,4,3,9,3,1,23,246,17,25,83,"BIM (Building Information Modeling), AutoCAD Civil 3D, Structural Analysis, SAP2000, Rapid Prototyping, Problem Solving","Synthetic Biology, MedTech, Robotics, SpaceTech, Automation","Web, CleanTech, AI/ML, Civil","Project: Prefabricated Modular Housing BIM Model. Desc: Fully parametric building information model for rapid disaster shelter deployment. (Tech: Revit, BIM (Building Information Modeling), SAP2000) | Project: Sustainable Campus Stormwater Network. Desc: Hydrological runoff model and underground retention reservoir plan. (Tech: AutoCAD Civil 3D, GIS, Hydrology) | Project: Seismic Resilient High-Rise Frame. Desc: 30-story structural concrete core modeled under dynamic earthquake loading. (Tech: ETABS, STAAD Pro, Structural Analysis)","Bio: Interested in Synthetic Biology, MedTech, and Robotics. Active hackathon builder.. Branch: Civil Engineering. Year: 3rd Year. Skills: BIM (Building Information Modeling), AutoCAD Civil 3D, Structural Analysis, SAP2000, Rapid Prototyping, Problem Solving. Interests: Synthetic Biology, MedTech, Robotics, SpaceTech, Automation. Domains: Web, CleanTech, AI/ML, Civil. Projects: Project: Prefabricated Modular Housing BIM Model. Desc: Fully parametric building information model for rapid disaster shelter deployment. (Tech: Revit, BIM (Building Information Modeling), SAP2000) | Project: Sustainable Campus Stormwater Network. Desc: Hydrological runoff model and underground retention reservoir plan. (Tech: AutoCAD Civil 3D, GIS, Hydrology) | Project: Seismic Resilient High-Rise Frame. Desc: 30-story structural concrete core modeled under dynamic earthquake loading. (Tech: ETABS, STAAD Pro, Structural Analysis)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
31af78ed-9dda-4632-a904-96cb721a1963,7,3,4,2,7,3,0,22,407,31,58,98,"SolidWorks, Embedded C, MATLAB, PLC, Automation, Ideation, Problem Solving","Wearable Tech, Hydrology, Artificial Intelligence","Logistics, Biotech, Mechanical, Web","Project: Quadruped Bio-Inspired Leg Actuator. Desc: Custom torque-dense actuator module built for mobile legged platforms. (Tech: Embedded C, MATLAB, SolidWorks, PCB Design) | Project: Autonomous Sorting Robotic Arm. Desc: 5-DOF robotic manipulator sorting warehouse items via computer vision. (Tech: ROS2, Arduino, SolidWorks, OpenCV)","Bio: Mechatronics student at MIT Chennai passionate about Wearable Tech and Hydrology.. Branch: Mechatronics. Year: 2nd Year. Skills: SolidWorks, Embedded C, MATLAB, PLC, Automation, Ideation, Problem Solving. Interests: Wearable Tech, Hydrology, Artificial Intelligence. Domains: Logistics, Biotech, Mechanical, Web. Projects: Project: Quadruped Bio-Inspired Leg Actuator. Desc: Custom torque-dense actuator module built for mobile legged platforms. (Tech: Embedded C, MATLAB, SolidWorks, PCB Design) | Project: Autonomous Sorting Robotic Arm. Desc: 5-DOF robotic manipulator sorting warehouse items via computer vision. (Tech: ROS2, Arduino, SolidWorks, OpenCV)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
d0813615-73e8-428e-a989-f63bf8f97a8d,4,3,2,3,10,3,0,0,0,0,0,87,"Automation, Sensors, Raspberry Pi, Presentation","Manufacturing, ClimateTech, Sustainable Materials","Healthcare, Design","Project: Quadruped Bio-Inspired Leg Actuator. Desc: Custom torque-dense actuator module built for mobile legged platforms. (Tech: Embedded C, MATLAB, SolidWorks, PCB Design) | Project: Automated CNC Tool Ingestion Loader. Desc: Pneumatic pick-and-place gantry with encoder feedback. (Tech: PLC, Mechatronics Design, Sensors) | Project: Autonomous Sorting Robotic Arm. Desc: 5-DOF robotic manipulator sorting warehouse items via computer vision. (Tech: ROS2, Arduino, SolidWorks, OpenCV)","Bio: Building sustainable and scalable solutions in Manufacturing. 4th Year at Amrita.. Branch: Mechatronics. Year: 4th Year. Skills: Automation, Sensors, Raspberry Pi, Presentation. Interests: Manufacturing, ClimateTech, Sustainable Materials. Domains: Healthcare, Design. Projects: Project: Quadruped Bio-Inspired Leg Actuator. Desc: Custom torque-dense actuator module built for mobile legged platforms. (Tech: Embedded C, MATLAB, SolidWorks, PCB Design) | Project: Automated CNC Tool Ingestion Loader. Desc: Pneumatic pick-and-place gantry with encoder feedback. (Tech: PLC, Mechatronics Design, Sensors) | Project: Autonomous Sorting Robotic Arm. Desc: 5-DOF robotic manipulator sorting warehouse items via computer vision. (Tech: ROS2, Arduino, SolidWorks, OpenCV)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
ce5c719e-0eba-4ee2-9b14-0345a49fc6d3,12,6,3,3,10,3,2,13,71,28,14,72,"Arduino, ROS2, PLC, Embedded C, Automation, Simulink, MATLAB, ROS, Sensors, SolidWorks, Raspberry Pi, Rapid Prototyping","Automation, Assistive Tech, Cybersecurity, Autonomous Systems, Green Building, Bioinformatics","Healthcare, Design, AI/ML","Project: Autonomous Sorting Robotic Arm. Desc: 5-DOF robotic manipulator sorting warehouse items via computer vision. (Tech: ROS2, Arduino, SolidWorks, OpenCV) | Project: Automated CNC Tool Ingestion Loader. Desc: Pneumatic pick-and-place gantry with encoder feedback. (Tech: PLC, Mechatronics Design, Sensors) | Project: Quadruped Bio-Inspired Leg Actuator. Desc: Custom torque-dense actuator module built for mobile legged platforms. (Tech: Embedded C, MATLAB, SolidWorks, PCB Design)","Bio: Interested in Automation, Assistive Tech, and Cybersecurity. Active hackathon builder.. Branch: Mechatronics. Year: 2nd Year. Skills: Arduino, ROS2, PLC, Embedded C, Automation, Simulink, MATLAB, ROS, Sensors, SolidWorks, Raspberry Pi, Rapid Prototyping. Interests: Automation, Assistive Tech, Cybersecurity, Autonomous Systems, Green Building, Bioinformatics. Domains: Healthcare, Design, AI/ML. Projects: Project: Autonomous Sorting Robotic Arm. Desc: 5-DOF robotic manipulator sorting warehouse items via computer vision. (Tech: ROS2, Arduino, SolidWorks, OpenCV) | Project: Automated CNC Tool Ingestion Loader. Desc: Pneumatic pick-and-place gantry with encoder feedback. (Tech: PLC, Mechatronics Design, Sensors) | Project: Quadruped Bio-Inspired Leg Actuator. Desc: Custom torque-dense actuator module built for mobile legged platforms. (Tech: Embedded C, MATLAB, SolidWorks, PCB Design)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
c04f993f-4455-4dc5-80f8-c549868d0354,10,3,2,0,0,3,2,14,240,9,33,75,"Motion Planning, ROS2, OpenCV, SLAM, Gazebo, Autonomous Navigation, Python, ROS, Robotics Kinematics, Team Leadership","Social Impact, Cloud Computing, Logistics","AI/ML, Agritech",,"Bio: Robotics student at Anna University passionate about Social Impact and Cloud Computing.. Branch: Robotics. Year: 1st Year. Skills: Motion Planning, ROS2, OpenCV, SLAM, Gazebo, Autonomous Navigation, Python, ROS, Robotics Kinematics, Team Leadership. Interests: Social Impact, Cloud Computing, Logistics. Domains: AI/ML, Agritech. Projects:",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
cd66922d-c11d-445c-8359-6d83c64885f1,10,5,2,3,10,4,0,21,203,36,39,97,"Sensor Fusion, Python, Robotics Kinematics, Gazebo, ROS2, Motion Planning, Autonomous Navigation, OpenCV, SLAM, Rapid Prototyping","Remote Sensing, Supply Chain, MedTech, Green Mobility, Logistics","Civil, Design","Project: Autonomous Warehouse AM Rover. Desc: Differential drive robot executing SLAM mapping and dynamic obstacle avoidance. (Tech: ROS, ROS2, Gazebo, Python, SLAM) | Project: Visual Inertial Drone Odometry. Desc: Monocular camera and IMU sensor fusion suite for GPS-denied environments. (Tech: C++, OpenCV, Autonomous Navigation, Sensor Fusion) | Project: Subterranean Inspection Crawler. Desc: Rugged tracked platform exploring hazardous pipes autonomously. (Tech: ROS2, Motion Planning, Gazebo)","Bio: Building sustainable and scalable solutions in Remote Sensing. 3rd Year at CIT.. Branch: Robotics. Year: 3rd Year. Skills: Sensor Fusion, Python, Robotics Kinematics, Gazebo, ROS2, Motion Planning, Autonomous Navigation, OpenCV, SLAM, Rapid Prototyping. Interests: Remote Sensing, Supply Chain, MedTech, Green Mobility, Logistics. Domains: Civil, Design. Projects: Project: Autonomous Warehouse AM Rover. Desc: Differential drive robot executing SLAM mapping and dynamic obstacle avoidance. (Tech: ROS, ROS2, Gazebo, Python, SLAM) | Project: Visual Inertial Drone Odometry. Desc: Monocular camera and IMU sensor fusion suite for GPS-denied environments. (Tech: C++, OpenCV, Autonomous Navigation, Sensor Fusion) | Project: Subterranean Inspection Crawler. Desc: Rugged tracked platform exploring hazardous pipes autonomously. (Tech: ROS2, Motion Planning, Gazebo)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
